imgpath,protest,violence,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
UCLA-protest/img/test/test-00000.jpg,0.7726888656616211,3.3748744528432507e-15,0.7047719359397888,0.014826367609202862,0.012528539635241032,0.017645232379436493,0.01706762984395027,0.7164181470870972,0.2480914145708084,0.02159617841243744,0.16698554158210754,0.019174952059984207
UCLA-protest/img/test/test-00001.jpg,0.03965536132454872,0.0,0.05182267352938652,0.00031568872509524226,1.575964688527165e-06,1.927996891026851e-06,4.5149270590627566e-05,0.026196034625172615,0.007277734577655792,0.0003564540820661932,6.158890755614266e-05,4.3584983359323815e-05
UCLA-protest/img/test/test-00002.jpg,0.729282021522522,1.5600263187373967e-14,0.7195761203765869,0.034703101962804794,0.010541805997490883,0.014507061801850796,0.05269577354192734,0.408768892288208,0.13818861544132233,0.03754408285021782,0.04953408241271973,0.03679332137107849
UCLA-protest/img/test/test-00003.jpg,0.0007313712849281728,0.0,0.0022715567611157894,3.60746117689025e-16,1.6819266574955255e-29,8.407337886285233e-37,6.470873471876364e-27,9.782709821593016e-05,1.7645940886268363e-07,1.9690311991258547e-19,4.9987952595605823e-20,1.3895727067569791e-27
UCLA-protest/img/test/test-00004.jpg,0.059142716228961945,6.064604250860512e-26,0.05703375115990639,0.00236842455342412,0.0010231721680611372,0.0006855197716504335,0.0007688814657740295,0.036671798676252365,0.009210793301463127,0.002873430959880352,0.003197459504008293,0.0005271321278996766
UCLA-protest/img/test/test-00005.jpg,0.014980696141719818,0.0,0.01072534266859293,1.8218626792076975e-05,1.639389353158549e-07,8.206497703611149e-09,2.513218362309999e-07,0.009137303568422794,0.0014368745032697916,9.117126865021419e-06,7.676413588342257e-06,2.471528262049105e-07
UCLA-protest/img/test/test-00006.jpg,0.10105013102293015,2.2298696547479867e-18,0.11552267521619797,0.007098743692040443,0.0026585094165056944,0.007400838192552328,0.012644627131521702,0.08323763310909271,0.01631423458456993,0.013029464520514011,0.006498110014945269,0.014655127190053463
UCLA-protest/img/test/test-00007.jpg,0.49845653772354126,2.7530127632321814e-14,0.4260731339454651,0.007886046543717384,0.04254564270377159,0.029892880469560623,0.008133525028824806,0.4483053386211395,0.23663538694381714,0.013406306505203247,0.13523909449577332,0.009813579730689526
UCLA-protest/img/test/test-00008.jpg,0.18388263881206512,0.0,0.16687262058258057,0.0007937627378851175,4.372721491563425e-07,7.19235231372295e-08,6.6472484832047485e-06,0.07448606938123703,0.005680994596332312,5.423477341537364e-05,9.635383321437985e-05,8.430498382949736e-06
UCLA-protest/img/test/test-00009.jpg,0.03274289146065712,1.3190481373849324e-27,0.023935066536068916,0.0018933744868263602,0.00033925549359992146,0.000484128890093416,0.0006148800021037459,0.0231961477547884,0.004788631107658148,0.0018461945001035929,0.00047832049313001335,0.0020647794008255005
UCLA-protest/img/test/test-00010.jpg,0.7640410661697388,5.594551369707677e-17,0.5079412460327148,0.007220095489174128,0.0029547105077654123,0.016068505123257637,0.005663814023137093,0.7768104076385498,0.5797303915023804,0.06425724923610687,0.009922304190695286,0.013066430576145649
UCLA-protest/img/test/test-00011.jpg,0.018915880471467972,3.843609586997218e-24,0.019915489479899406,0.0019492683932185173,0.0010253657819703221,0.00140972132794559,0.0009181409841403365,0.015455476008355618,0.00680332537740469,0.00324507849290967,0.0014288830570876598,0.0030218239407986403
UCLA-protest/img/test/test-00012.jpg,0.02519909478724003,9.49248258388449e-29,0.024457726627588272,0.001640835776925087,0.00013278782716952264,0.00020840523939114064,0.0007365152123384178,0.018537748605012894,0.002336753997951746,0.0016828110674396157,0.0005412689642980695,0.001020624302327633
UCLA-protest/img/test/test-00013.jpg,0.9706302881240845,1.275385555493799e-14,0.947767436504364,0.028585990890860558,0.013179260306060314,0.01265419740229845,0.05970728397369385,0.6034529805183411,0.12406176328659058,0.024141136556863785,0.0754946917295456,0.03163708373904228
UCLA-protest/img/test/test-00014.jpg,0.002315067918971181,4.573113716250147e-39,0.0034693812485784292,0.0002527357719372958,3.082595640080399e-06,4.036571681353962e-06,5.936170055065304e-05,0.0024007379543036222,0.0010154510382562876,0.00016874894208740443,0.0001250883360626176,4.0620634536026046e-05
UCLA-protest/img/test/test-00015.jpg,0.5259084105491638,8.791226888170758e-14,0.201059490442276,0.005919231101870537,0.03703971579670906,0.09008791297674179,0.00697164423763752,0.4597637355327606,0.3065505921840668,0.055914606899023056,0.009595625102519989,0.015327367931604385
UCLA-protest/img/test/test-00016.jpg,0.00183106807526201,0.0,0.0016320436261594296,0.0001484196982346475,3.4466972920199623e-06,1.5208853483272833e-06,1.0548095815465786e-05,0.0014677465660497546,0.00041940895607694983,6.633689918089658e-05,1.4129499504633714e-05,1.1168970559083391e-05
UCLA-protest/img/test/test-00017.jpg,0.0031774472445249557,0.0,0.005661961622536182,0.00037562724901363254,1.0146408158107079e-06,6.174786335577664e-07,3.8692309317411855e-05,0.001876023132354021,0.0005745027447119355,8.454223279841244e-05,2.3008133211988024e-05,2.0916128050885163e-05
UCLA-protest/img/test/test-00018.jpg,0.8283862471580505,6.19796506818633e-18,0.7481632232666016,0.011624728329479694,0.006668823771178722,0.008674554526805878,0.02078329399228096,0.34023553133010864,0.0435505174100399,0.012257209978997707,0.010055999271571636,0.01125099416822195
UCLA-protest/img/test/test-00019.jpg,0.3415156602859497,1.2871294343301216e-23,0.2001827359199524,0.0037433942779898643,0.0011067172745242715,0.0010249390034005046,0.001987605821341276,0.12455374747514725,0.02463517151772976,0.006010739598423243,0.0021703329402953386,0.00208290945738554
UCLA-protest/img/test/test-00020.jpg,0.9229533672332764,1.9591068712181055e-16,0.8543389439582825,0.022875644266605377,0.0030546756461262703,0.009052462875843048,0.025062300264835358,0.7660651803016663,0.2615055441856384,0.05931128188967705,0.0062317694537341595,0.040152404457330704
UCLA-protest/img/test/test-00021.jpg,0.00010652795754140243,0.0,0.00019884952052962035,5.5050235481246546e-09,6.168157978772451e-16,1.6801916974918253e-18,7.624373680147067e-13,5.533119838219136e-05,3.2670420750946505e-06,2.445952607121882e-10,1.765819782062472e-11,2.4532326582497876e-13
UCLA-protest/img/test/test-00022.jpg,0.4912813901901245,6.554483882663625e-16,0.2669922411441803,0.004575000144541264,0.02420012652873993,0.0623624362051487,0.006655463017523289,0.35896292328834534,0.06809857487678528,0.011060800403356552,0.015866799280047417,0.008362830616533756
UCLA-protest/img/test/test-00023.jpg,0.028722915798425674,0.0,0.03371221944689751,3.6596764402929693e-05,3.017199503574375e-07,2.7521704026867155e-08,7.818995868547063e-07,0.017905475571751595,0.004017321392893791,2.3666365450480953e-05,7.17381844879128e-05,1.4454873280556058e-06
